text,label
a agência livead são paulo adquiriu 40 exemplares do livro meuamigosecreto: feminismo além das redes para... __url__,hatebr_nonhate
a alemanha tornou a sentir os “benefícios” dos (i)”migrantes” da invasão islâmica. __url__,hatebr_hate
"a 1a mão foi no dia dos namorados,a 2a calha no dia da mulher. o benfica-dortmund foi criado para testar os relacionamentos dos benfiquistas",hatebr_nonhate
"a ameaça do terrorismo radical islâmico é bem real, veja o que acontece na europa e no oriente médio. os tribunais _ __url__",hatebr_nonhate
a ampla maioria são uns retardados só falam merda e só ganham fama porque os jovens são como eles: débeis mentais _ __url__,hatebr_hate
__user__ ora bem... já está a perder a linha. o verniz dos 'tolerantes' acaba sempre por estalar.,hatebr_hate
a atenção finalmente está voltada aos infiltrados desocupados! eles serão pegos! __url__,hatebr_nonhate
"a avaliar pela quantidade de malta conhecida que morreu em 2016, o 'in memoriam' deste ano é coisa para durar umas 9 horitas na boa #oscars",hatebr_hate
"abaixo, apenas alguns exemplos de manifestação a favor do direito ao orgulho hetero.",hatebr_nonhate
"a bazófia de jesus é tão grande que, para não assumir os seus erros, até abafa o palhinha!...",hatebr_hate
"abdnsndnns ela vai sair de burca pra não mostrar a cara, não quero ninguém encima dela __url__",hatebr_hate
aberração é um adulto impor às crianças a flácida relação da ideologia de gênero: nada é o q parece ser. #nãoàideologiadegênero,hatebr_hate
abertas as inscrições iii festival de dança que acontecerá em abril na estação cabo branco __url__,hatebr_nonhate
abismo da desigualdade e injustiça. __user__ __url__ #renovarportugal #portugal,hatebr_nonhate
"a bomba encontrada na nazaré foi logo detonada, já a do panamá está quase há um ano, no expresso, à espera da brigada de minas e armadilhas.",hatebr_nonhate
aborto é crime repugnante contra uma vida tão frágil e indefesa. __url__,hatebr_nonhate
"abri a janela tava uma gorda no apartamento da frente olhando pra baixo e chorando, acho que caiu a empadinha dela",hatebr_hate
__user__ heueheueheu eu fiquei achando que o branco era arroz tb mas não faço ideia (e olha que gosto de açaí),hatebr_nonhate
a burra da mulher esqueceu o celular no ônibus e ta chorando aqui no busão queria não rir,hatebr_hate
"acaba de chegar a redacao da radio angola a seguinte informacao: pedro gonga: já estou em liberdade, mas não foi... __url__",hatebr_nonhate
acabámos de adicionar mais uma data à tour de 'overdose de tourette': 11 fev - covilhã. bilhetes aqui: __url__,hatebr_nonhate
acabámos de adicionar mais uma data à tour 'overdose de tourette': 24 fev - ericeira. bilhetes na fnac e aqui: _ __url__,hatebr_nonhate
acabei de comemorar o dia internacional da mulher... lavando a louça! #diadamulher,hatebr_nonhate
acabei de fazer esses casos para minha cunhada vascarpim ..minhas férias estão rendendo arte. rsss __url__,hatebr_nonhate
acabei de ouvir uma cigana dizer q 'os chineses são um povo sujo e sem higiene q vive e dorme em qualquer lado'. o cliché morreu hj às 16h09,hatebr_hate
acabei de ouvir um casal com rastas dizer isto: 'as pessoas passam por nós e dizem que cheiramos mal...pffff...elas é que cheiram a champô!',hatebr_nonhate
acabei de pagar 20 reais em um carregador pq esqueci o meu. já começando o dia se sentindo a mulher mais burra do brasil,hatebr_hate
acabo de nomear o general h.r. mcmaster como conselheiro de segurança nacional. __url__,hatebr_nonhate
a cada 'feliz dia da mulher menos pra feminista' eu vejo o quão burra é a sociedade,hatebr_hate
a cadeira com o copo certamente é do lula __url__,hatebr_hate
a caminho da base militar andrews com o primeiro ministro shinzo hoje mais cedo. __url__,hatebr_nonhate
a campanha continua...#educacaosemideologiadegenero. __url__ .acesse e adquira dois livros de... __url__,hatebr_nonhate
a cara da feia da vivian e da gorda da roberta são as melhores coisas esse momento eh meu #bbb17,hatebr_hate
a cara da gorda feia da roberta #bbb17,hatebr_hate
acções do #pnr #oeiras e #cascais __url__ #portugal __url__,hatebr_nonhate
"aceitei trocar o benfica por um jantar romântico com a minha namorada, desde que ela pagasse a gasolina. amanhã, lá estarei na catedral.",hatebr_nonhate
aceite os chifres #joaquinresponde __url__,hatebr_nonhate
"a censura democrática é a pior delas todas porque é arbitrária, hipócrita e cobarde. finge não existir, mas existe! __url__",hatebr_nonhate
acham que ser bandido é ser machista ? to entendendo a logica feminista agora. toda atitude de bandido cometido por _ __url__,hatebr_nonhate
achei essa pagina __url__,hatebr_nonhate
"achei um cabelo branco, sinto que os anos de tintura estão chegando.",hatebr_nonhate
acho engraçado que vcs falam mal do ustra mas idolatram che,hatebr_nonhate
"acho irónico que uma mulher que ajudou a nasa a andar para a frente, esteja numa cadeira de rodas #oscars",hatebr_hate
acho mal que não tenham metido a carreira da bárbara guimarães neste 'in memoriam' #oscars,hatebr_nonhate
acho mó engraçado o galero que tenta chamar atenção fznd piadinha burra sobre o dia da mulher,hatebr_nonhate
"acho muito legal as feministas que compartilham coisa do quebrando o tabu e chamam as outras de gorda, feia e briga por macho, parabéns p vc",hatebr_hate
acho q a menina do restaurante da frente é sapatão kkkkkk fica me olhando,hatebr_nonhate
acho que agora ela se perdeu de vez..kkkkkkkkk que dó.... __url__,hatebr_nonhate
"acho que a morango tem um céu so pra ela rsrs __user__ __user__ nossa, eu tô em sampa! aqui n b vista tá nubladim e meio frio...",hatebr_nonhate
acho que a simone depende mais do natal pra sobreviver que o papai noel,hatebr_hate
acho que a veja aceitou que realmente não faz jornalismo __url__,hatebr_nonhate
"acho que meu sono resolveu desaparecer junto com o meu dinheiro, espero um dia tê-los de volta",hatebr_nonhate
acho que nem vou gozar mais até #esefosseconsigo,hatebr_nonhate
acho que o cara da redação do enem deveria perder pontos pq não ficou claro o sabor do miojo,hatebr_nonhate
acho que tatuagem colorida só fica bonito em gente muito branca!!!,hatebr_nonhate
acho que vou... ai que preguiça de dormir... xerus!,hatebr_nonhate
acho que vou pegar carona com a __user__ e mimir,hatebr_nonhate
"acho ridículo, mas respeito, não sou homofóbico __url__",hatebr_hate
"'acho seus argumentos ridículos, não mudarão minha opinião, mas eu não consegui refutar nem uma linha' resumo: 'eu _ __url__",hatebr_nonhate
a cidade de viseu já está preparada para nos receber na 5a feira. despachem-se a garantir a vossa presença. vai ser _ __url__,hatebr_nonhate
"a __user__ e a __user__ são desde hoje,os nossos parceiros de media oficiais. isso significa conteúdos exclusivos _ __url__",hatebr_nonhate
"acima de tudo, uma vitória esmagadora da classe __url__",hatebr_nonhate
"08:41 #ações_preventivas local castelo branco, centro, #abelardo_luz, descrição: atividade tecnica (vistorias)",hatebr_nonhate
a coisa q mais me da odio na vida é mulher machista. qnd escuto alguma falando merda fico com mt abuso - pq odeio gnt burra e ignorante tb,hatebr_hate
a comissão europeia afirmou que não hesitará em aplicar sanções contra os países que se recusam a receber... __url__,hatebr_nonhate
"acompanhe minhas agendas sobre ideologia de gênero, em todo país. __url__",hatebr_nonhate
acorda pra trabalhar ae cambada de vagabundo,hatebr_hate
acordar e ler uma notícia dessas.isso não é mãe é um monstro. que inversão de valores meu deus. __url__,hatebr_nonhate
__user__ quer defender os amigos bandidos e corruptos do partido. como podemos aceitar isso sem ficar p da v _ __url__,hatebr_hate
"a corrida pela liderança do cnd foi obviamente 'armação'. a escolha de bernie, como ele próprio, nunca teve chance. _ __url__",hatebr_nonhate
a cota de negro aumentou nesse bbb né,hatebr_hate
a cp está a recrutar revisores e um dos requisitos é saber falar espanhol. talvez fosse mais importante contratar pessoas que saibam crioulo,hatebr_hate
acredite se quiser: existe agora 'agefluid' - faz parte da ideologia de gênero provavelmente - que faz parte do ati _ __url__,hatebr_nonhate
a __user__ prova: não importa se jair não é preconceituoso. é apenas + 1a q se enquadra na moda atual de difama-lo _ __url__,hatebr_hate
a crimeia foi ocupada pela rússia durante o governo obama. será que obama foi muito bonzinho com a rússia? __url__,hatebr_hate
actualmente aquele retardado que deitou numa banheira de nutela #joaquinresponde __url__,hatebr_hate
a culpa do brasil estar do jeito que tá é única e exclusivamente da dilma,hatebr_nonhate
a culpa é das estrelas vermelhas __url__,hatebr_nonhate
a culpa é de não ter tirado antes,hatebr_nonhate
"acusações de estupro, assédio ou agressão podem arruinar a vida de um homem'. ata. __url__",hatebr_nonhate
__user__ eu tenho conhecimento dessa doutrinação nas escolas... uma triste realidade no brasil e no mundo!,hatebr_hate
__user__ vdd... nem conheci mas já dei block.... pessoa assim quero longe,hatebr_nonhate
ades patrocina nova versão da branca de neve __url__,hatebr_nonhate
adeus #obama! 'faça boa viagem!'. __url__,hatebr_nonhate
adicionei um vídeo a uma lista de reprodução do __user__ __url__ angola & china vs eua (a verdade que você não,hatebr_nonhate
adicionei um vídeo a uma playlist __user__ __url__ 'islão não é para mim',hatebr_hate
a diferença de quem tem vergonha na cara vs vagabundo __url__,hatebr_nonhate
"a diferença entre os tribunais e as comissões parlamentares é que nestas últimas, como não há pobres, nunca há ninguém para condenar...",hatebr_nonhate
__user__ __user__ eu acho o msm sobre vc branquelo,hatebr_hate
__user__ __user__ quando branco acha que racismo é coitadismo só me dá mais vontade de continuar com o perfil,hatebr_hate
__user__ __user__ vc quer q eu te chame de q? palmito?,hatebr_nonhate
adivinha qual a esquerda demoniza e qual a esquerda apoia? __url__,hatebr_nonhate
"adorando essa cerimônia, só nao to entendendo esses monte de país subdesenvolvido no meu estádio",hatebr_nonhate
"adoro essa energia daqui. não gosto de lembrar que vou trabalhar no feriado. mas, gosto de ter emprego. então tá ótimo.. rs.",hatebr_nonhate
"adoro essa frase: 'viva os loucos, os normais estão acabando com o mundo' #fikdik rs...",hatebr_nonhate
adoro estes católicos que se lembram da bíblia e deus quando é para serem homofóbicos mas depois só o islão é que é religião de violência,hatebr_hate
adquira agora o livro 'a ideologia de gênero na educação - como esta doutrinação está sendo introduzida nas... __url__,hatebr_nonhate
"adquira seu cupom pra dar pro clube do macho. antes eram 4hs de chibata, agora são 8!! #blackfriday",hatebr_nonhate
advogado e deputado? não pode ser! __url__ #renovarportugal #portugal,hatebr_nonhate
"advogados abandonam a tal moça que acusou feliciano de abuso...agora a tal moça,ataca outros deputado, procurador... __url__",hatebr_nonhate
a e antes de voltar ao mais importante e abrir a minha cerveja matinal: foda-se !,hatebr_nonhate
#aeciomaiscitadoque bolsonaro em discussão sobre idiotas e homofobia :d,hatebr_nonhate
aeeeee dilma caiu ja posso viajar pra miami agora?,hatebr_nonhate
"a emma stone podia ir vestida de saco de lixo rodeado de sacos do lixo dentro de um camião de lixo, que nunca estaria mal #oscars",hatebr_nonhate
a entrevista mais longa do super bowl com __user__ hoje à noite às 8:00 pm (0:00 [br]). divirta-se! __url__,hatebr_nonhate
a era em que 'homens' começam a usar cor de rosa __url__,hatebr_hate
aeroporto mário soares só faria sentido se fosse na ota ou em macau...,hatebr_nonhate
"a esquerda é assim, lamenta a morte de bandidos mas diz 'matou pouco' pra genocidas. depois do 'stalin matou foi po _ __url__",hatebr_hate
a esquerda em uma palavra? sujeira. defendem uma ideologia sanguinária e culpam um sistema que eles mesmo usam. são _ __url__,hatebr_hate
a esquerda é o próprio zumbi dos palmares: quer libertar os negros de uma escravidão pra escraviza-los em outra __url__,hatebr_hate
a esquerda está morrendo de um câncer terminal __url__,hatebr_hate
"a esquerda fala muito sobre essas rebeliões e justificam a 'superlotação', mas não fala do motivo que fizeram eles irem pras prisões.",hatebr_nonhate
a esquerda faz um monte de merda e a gente é obrigado a ver a mídia chamando a direita de extrema ...,hatebr_nonhate
a esquerda filha da puta como sempre __url__,hatebr_hate
"a esquerda gosta de viver na sujeira, gosta do feio e idolatra a burrice. pichação não é arte, é coisa de vagabundo _ __url__",hatebr_nonhate
"a esquerda inventa o problema, incute na cabeça das pessoas que o problema existe, repete a mentira até que acredit _ __url__",hatebr_nonhate
"a esquerdalha #comunista e #anarquista sempre foi, é, e será uma escumalha selvagem, carregada de ódio e violência _ __url__",hatebr_nonhate
"a esquerdalha (protegida pelo sistema e pelos media), no seu melhor, a mostrar a tolerância que defende. #nantes _ __url__",hatebr_hate
"a esquerda reclama das coisas inventadas pela própria esquerda: racismo, homofobia, machismo, nazismo, cultura de estupro e luta de classes.",hatebr_nonhate
a ética da imprensa regional contrasta com o cartel da comunicação social de alcance nacional. felicito o _ __url__,hatebr_nonhate
"a europa, muito doente e submissa a estes espectáculos de mariquice nojenta, claro que se torna presa fácil do islã _ __url__",hatebr_hate
a fdp não come carne e quer q vc tb não coma. chupar meu pau ela não quer,hatebr_hate
"6a feira é dia de 'overdose de tourette'. e hoje a caravana pára na ericeira. auditório jaime lobo e silva, 22h. is _ __url__",hatebr_nonhate
a feminazi __user__ tem a cara de pau de pedir dinheiro em seu blog - mesmo ganhando uma boquinha de 11 mil - v _ __url__,hatebr_hate
"a feminista pode até dar a alma dela no primeiro encontro, mas por favor #usecamisinha , seja uma puta consciente!",hatebr_hate
a __user__ e seu programa de sexo acham um absurdo as famílias não falarem abertamente de sexo em casa. até pq ela certamente...,hatebr_nonhate
a festa do branco é um evento que promete marcar o cruzeiro diamantes 2017. aqui estão algumas inspirações: _ __url__,hatebr_nonhate
afffffff só por deus eu te que fica olhando a funça da atual dá minha ex,hatebr_hate
afff... n te dou mais nada __url__,hatebr_nonhate
aff pq vc pinta o cabelo........td mundo sabe q vermelho e loiro só fica bom em tom de pele clara,hatebr_hate
aff só por que não tem negro no oscar agora eles sao racista........ pfvr miga melhore,hatebr_nonhate
"afinal a constituição da república feita por estes senhores, serve para quê? é para ser violada? __url__",hatebr_hate
"afinal, a privatização do ensino médio/superior brasileiro e o fim dos projetos sociais que ajudam milhões é o que vai levantar o país",hatebr_hate
afinal o time do presídio precisa de goleiro... __url__,hatebr_nonhate
a força do sonho __user__ __url__,hatebr_nonhate
a forma como você se vê não altera o que você é de fato! __url__,hatebr_nonhate
"__user__ ixi, amiga.. marron.. marromenos.. termino de namoro, foda ne",hatebr_nonhate
"__user__ nem eu, amiga.. nem eu. e como ela diz: #eavidasegue",hatebr_nonhate
"__user__ ooowwww, amorrr, ja chegou???",hatebr_nonhate
__user__ quero saber tudooo como foi o diaaaa!,hatebr_nonhate
"__user__ sei lá, inventei agora.. #catita hahaha",hatebr_nonhate
__user__ #abril. seminário sobre ideologia de gênero.(com certificado) 08 e 09 abril. #ariquemes/ro. __url__,hatebr_nonhate
agenda actualizada para os próximos meses: __url__,hatebr_nonhate
"#agenda 11,12 e13 de março/sp. #congressoevangelizarkids informações: igreja batista do povo, _ __url__",hatebr_nonhate
#agendamaio palestra sobre identidade de gênero.(ideologia de gênero) #sãoluizmaranhão __url__,hatebr_nonhate
#agenda março 18 e 19. simpósio sobre ideologia de gênero.,hatebr_nonhate
agenda março . ideologia de gênero. __url__,hatebr_hate
agenda para os próximos tempos. bilhetes na fnac e ticketline __url__,hatebr_nonhate
agenda #sãopaulo 11/03. congresso evangelizar kids. igreja batista do povo. __url__,hatebr_nonhate
agendas dias 18 e 19 de março em #campinas/sp. simpósio de ideologia de genero e cultos familiar.,hatebr_nonhate
"agende seminário ou palestras para liderança, jovens e igreja geral sobre ideologia de gênero. com 5 livros... __url__",hatebr_nonhate
a gente mulher e um ser humano mais burra acreditar que ainda possa. ter amor verdadeiro,hatebr_nonhate
"a gente nao sabe se a mulher ta feliz de burca, nao sabe se é tranquilo p travesti ta com aquela roupa etc etc etc",hatebr_nonhate
__user__ o cara que escolhe foto é muito fanfarrão,hatebr_nonhate
a __user__ fazer greve...não trabalhar..é um alívio para o brasil... já que ela só faz atrapalhar o país mesmo. devo _ __url__,hatebr_hate
"a globo mentiu para o futebol feminino. e a mulherada, como sempre iludida, acredita. tudo normal",hatebr_hate
"a #globo só mostra as 'belezas e o amor' do carnaval.mas, se quer saber a verdade, liga na __user__ que está mostrando tda violência",hatebr_nonhate
a gloria alvarez arrebenta! o discurso dela na cpac 2016 foi sensacional! __url__,hatebr_nonhate
__user__ 2) o fato de o cidadão de bem passar a portar uma arma não o transformará em bandido. crime é questão de índole!,hatebr_nonhate
"agora deu 'tilt' no __user__ , a ameba que teve a cara de pau de comparar trump com hugo chavez. __url__",hatebr_hate
agora é oficial: os dinossauros estão extintos,hatebr_nonhate
agora é só umas gordas feias pra caralho,hatebr_hate
agora não entendo mais nada branco não pode namorar com negra ? ue ? mais vão termina o colégio e pega uma vaga no mac!!! valeu,hatebr_hate
"agora os novos refugiados já não são por causa da guerra, são até chamados 'refugiados económicos ', como sempre foram, não fugiram de nada",hatebr_nonhate
agora pareço aqueles gajos que se viram para as fufas e dizem que ela são fufas pq nunca experimentaram pila (????????) lol,hatebr_hate
agora que a dilma vai sair quem assume é o aécio né??,hatebr_nonhate
"... agora refugiados com uma ideologia e cultura completamente incompatíveis com as nossas, aí não tem como mesmo!",hatebr_hate
agora sim esse latinos imundos vão parar de tentar entrar nos eua #trump,hatebr_hate
agora sim está correto __user__ abraço #paz __url__,hatebr_nonhate
agora sim eu assumo __url__,hatebr_nonhate
agora sim __user__ pode usar perfume - __url__,hatebr_nonhate
"agora sim lisboa, estamos prontos para começar __url__",hatebr_nonhate
agora tá na moda colocar a culpa nos países do om. não se engane e aos outros.quem produziu refugiados foram eua e otan __user__.,hatebr_nonhate
agora tudo é apropriação cultural não pode nem usar turbante mais,hatebr_nonhate
agora tudo faz sentido __url__,hatebr_nonhate
agora vc pensa: uma cidadã que não cuida da sua própria filha querer impor em sala de aula o que deve ser ensinado ao meu filho? um absurdo.,hatebr_hate
agradece-se esse empurrão vindo do outro lado do atlântico para dar o golpe de misericórdia na famigerada __user__ #brexit #pexit,hatebr_nonhate
a grande imprensa e a população esquerdista mostram o quão democráticos são ao sequer deixar trump começar a trabalhar!,hatebr_nonhate
a grande questão aqui é por que há tantos furos ilegais vindo de washington? haverão estes furos quando eu negociar _ __url__,hatebr_nonhate
a greve dos estivadores __url__ #pnr,hatebr_nonhate
aguarela com muitos anos. #salazar __url__,hatebr_nonhate
água ser essencial é coisa de maricas. cerveja é essencial !,hatebr_hate
"ahahaha ..as musas de direita destroem qualquer petista, como a gleisi hoffman __url__",hatebr_nonhate
a hipocrisia esquerdista em sua mais alta essência aqui. somos nós que temos ódio __user__? vai daí porra __url__,hatebr_hate
ah lá o filho do porteiro passou no enem,hatebr_nonhate
"'ah mas artista tal eh gorda, ela eh feia. tem tanto dinheiro e n melhora' te fode garota não eh pq ela eh famosa q ela tem q ser perfeita",hatebr_hate
"ah, o perigo do islão, e tal, e a civilização europeia, e não sei quê. __url__",hatebr_nonhate
"ah, porque o nacionalismo deste gajo é económico e é tão económico quanto o do pcp. com a diferença de o pcp não querer angola de volta.",hatebr_nonhate
"ah, valente! e para a mortalidade infantil em angola, não vai nada, oh isabel? __url__",hatebr_nonhate
"'ah você não tem dó dos presidiários' deles não tenho mesmo não, tenho das vítimas que fazem.",hatebr_nonhate
a identidade não se vende __url__,hatebr_nonhate
a ideologia de gênero chegou no seu mais alto grau de insanidade. qual é sua identidade de gênero? alienígena..ok... __url__,hatebr_nonhate
"~ ai, fiz 1 piada sexista e machista mas não sou nada disso, vc que é burra e não tem senso de humor ~ feliz dia da mulher",hatebr_hate
"“ai, luigi, mas vc ta militando? q saco” . pois é pq eu entendo os privilégios que eu tenho por ter nascido homem branco",hatebr_hate
a imagem que define o que são esquerda e direita: esquerda = vagabundo mascarado. direita = patriota com a bandeir _ __url__,hatebr_hate
ai meu deus como é bom ser vida loka,hatebr_nonhate
a imprensa sempre do lado dos bandidos. pra quem ainda tinha alguma dúvida: __url__,hatebr_nonhate
"aí não é ''suspeito'', né seus vagabundos!?!! é 'comprovado'. mas se for bandido atirando contra pm em carro roub _ __url__",hatebr_hate
"ainda a propósito do __user__ e afins, aqui ficam palavras alguém do próprio sistema: pacheco pereira. _ __url__",hatebr_hate
ainda bem q ontem a fifa n atribuiu o prémio 'fair-play' à chapecoense. temos de parar de premiar equipas cujos jogadores se atiram p o chão,hatebr_nonhate
ainda bem que eu sou sapatão e não preciso disso,hatebr_nonhate
"ainda bem que o crivella ganhou, imagina só o rio com droga legalizada, sem pm e aborto liberado???",hatebr_nonhate
ainda bem que o stf soltou o goleiro bruno.. agora sabemos a falta de moral que tem.... caso do bolsonaro é mais uma piada do stf #vergonha,hatebr_nonhate
ainda bem que o trump ganhou imagina só o mundo sem nenhuma guerra e preconceito???? nossa muito chato nós quer é bomba na coreia,hatebr_nonhate
ainda estou surpreendida com a cara de sapatão dessa camilinha __url__,hatebr_hate
ainda não acredito que não estarei em #recife dia 24/07 no #oquartosecreto com a __user__. serio! saco! #boloderolofeelings,hatebr_nonhate
"ainda que eu falasse a lingua dos homens e dos anjos, usaria ambas pra denegrir sua imagem",hatebr_nonhate
ainda tem tráfico pq tem gente que compra se a compra voltasse a ser crime tudo estaria em harmonia,hatebr_nonhate
"'ain mas de repente nem foi assim'. mano, pq vcs acham q eu postei isso sem ler o texto? é um apelo à meritocracia q nem diz o título.",hatebr_nonhate
"- 'ain o dória está indo bem nesse últimos 2 meses,se ele candidatar para presidente pelo psdb em 2018 votaria nele _ __url__",hatebr_nonhate
a internet é nossa! as feministas/e cia infiltradas nos órgãos da justiça buscam combater essa crescente por meio da censura via justiça.,hatebr_hate
a intoxicação e mariquice mental da ditadura do relativismo anulam os valores e enfraquecem as vontades. depois são _ __url__,hatebr_nonhate
ai q gostoso a cléo pires fumando um e publicando na net pq o privilégio branco e de classe eh tão lindo *_* __url__,hatebr_nonhate
ai que saudade da ditadura............,hatebr_hate
ai socorro jesus deixa essa mulher no programa por favor só pra gente ouvir ela botar conceitos físicos na cozinha #masterchefbr,hatebr_nonhate
ai tem muito preto no bbb nem vo assistir kkk,hatebr_hate
aí #thewalkingdead deixa de ser sobre zumbis e vira jogos mortais,hatebr_nonhate
ai vc chega no colegio super cansada do trabalho e curso e encontra o grupinho das sapatao falando de ex. se uma coisa que sapatao tem é ex.,hatebr_hate
a __user__ é sensacional!,hatebr_nonhate
__user__ e era de direita.... essa menina tem transtorno de personalidade ou algo pior...,hatebr_nonhate
"__user__ isso! a mulher não precisa ser obrigatoriamente feminista para ser mulher , porque a maioria não comp _ __url__",hatebr_nonhate
__user__ isso é coisa de seres humanos!,hatebr_nonhate
"__user__ ju, você tá mais corada! andou pegando uma praia!!!",hatebr_nonhate
__user__ me senti segura nesse dia __url__,hatebr_nonhate
"__user__ nao esqueça que ele quer receber refugiados de guerra, vai islamizar o brasil",hatebr_hate
__user__ novo filme: 'o curioso caso de quem sempre atacou a igreja católica e o cristianismo mas agora defende o papa francisco',hatebr_nonhate
__user__ pra ser mulher hoje em dia e aguentar o movimento feminista...tem que ser muito macho. kkkkk,hatebr_hate
"__user__ que nada, aqui na quebrada a molecada é arisca hahahahaha",hatebr_nonhate
__user__ que não é caso da brasileira..porque com 5 kg de cocaína..é o peso de um bulldogue frances,hatebr_nonhate
a justiça tem que estar ao serviço de todos e não à mercê de privilégios de uns quantos. __user__ __user__ __url__,hatebr_hate
alô feminista: até a portela voltou e o seu pai nada,hatebr_hate
alô feministas até #jesusestávoltando e o seu pai não,hatebr_hate
alô feministas: até um sistema solar resolveu aparecer e o seu pai nada __url__,hatebr_hate
alô rapaziada hora de desligar da rede social agora é sabadão: churrascão cervejão e mais tarde praticar aquele coito. abraço a todos #paz,hatebr_nonhate
alô rapaziada: vamos respeitar as donzelas seus porcos bêbados imundos #paz #carnavalsemassedio #usecamisinha __url__,hatebr_hate
a lava-jato chegou ao foro de são paulo e descobriu que odebrecht dava dinheiro às farc. que lindo trabalho da pol _ __url__,hatebr_nonhate
"'__user__: __user__ seu perfil fala mau de gente branca e eu sou racista? coerência, cadê?' __url__",hatebr_nonhate
__user__ não é racismo nem machismo esteriotipar uma mulher por causa dolugar que ela nasceu ne claro que não,hatebr_hate
"__user__ racista-machista sem argumentos, é o que mais tem",hatebr_nonhate
__user__ vc devia calar a boca pq vc é tão racista quanto,hatebr_hate
"__user__ tb não entendo.. concordo com vc.,",hatebr_nonhate
"além da tremenda baboseira, a quantidade de erros de português é absurda! qq meio de comunicação sério teria vergon _ __url__",hatebr_hate
__user__ é uma questão de hábito,hatebr_nonhate
"__user__ por falar em abafar, sabes se o jesus janta hoje com o palhinha?",hatebr_nonhate
__user__ vamos ficar por aqui antes que fique excitado.,hatebr_nonhate
#alerta do jornalista #alexandregarcia adquira os livros 'a ideologia de gênero na educação' e 'famílias em... __url__,hatebr_nonhate
"__user__ __user__ __user__ __user__ deixa o chefe olavo saber disso, rrsss... st!",hatebr_nonhate
"#alexandraparkclub este paraíso apenas 40min de curitiba, no litoral... faça seu evento (empresas, igrejas,... __url__",hatebr_nonhate
#alexandredemorais é novo ministro do #stf. somente 13 senadores rejeitaram seu nome. 13 pessoal.kkk kkkkkkkkk,hatebr_nonhate
__user__ eu te amo!,hatebr_nonhate
"__user__ melhor forma de ajudar os refugiados é levar a cultura ocidental pra lá, não o contrário! só estão espalhando o problema.",hatebr_hate
